conceptId	en	current_ru	status	suggested_ru	reason	source_basis
FMA8202	left sixth rib	Левый шестая ребро	FIX	Левое шестое ребро	laterality; grammar; lost_information	FMA; pattern consistency
FMA8221	left sixth costal cartilage	Левый шестая рёберная хрящ	FIX	Левый шестой рёберный хрящ	grammar; lost_information	FMA; pattern consistency
FMA8229	right seventh rib	Правый седьмая ребро	FIX	Правое седьмое ребро	laterality; grammar; lost_information	FMA; pattern consistency
FMA8248	right seventh costal cartilage	Правый седьмая рёберная хрящ	FIX	Правый седьмой рёберный хрящ	grammar; lost_information	FMA; pattern consistency
FMA8256	left seventh rib	Левый седьмая ребро	FIX	Левое седьмое ребро	laterality; grammar; lost_information	FMA; pattern consistency
FMA8275	left seventh costal cartilage	Левый седьмая рёберная хрящ	FIX	Левый седьмой рёберный хрящ	grammar; lost_information	FMA; pattern consistency
FMA8283	right eighth rib	Правый восьмая ребро	FIX	Правое восьмое ребро	laterality; grammar; lost_information	FMA; pattern consistency
FMA8310	left eighth rib	Левый восьмая ребро	FIX	Левое восьмое ребро	laterality; grammar; lost_information	FMA; pattern consistency
FMA8337	ninth rib	Девятая ребро	FIX	девятое ребро	grammar	FMA; pattern consistency
FMA8364	right ninth rib	Правый девятая ребро	FIX	Правое девятое ребро	laterality; grammar; lost_information	FMA; pattern consistency
FMA8391	left ninth rib	Левый девятая ребро	FIX	Левое девятое ребро	laterality; grammar; lost_information	FMA; pattern consistency
FMA8418	tenth rib	Десятая ребро	FIX	десятое ребро	grammar	FMA; pattern consistency
FMA8445	right tenth rib	Правый десятая ребро	FIX	Правое десятое ребро	laterality; grammar; lost_information	FMA; pattern consistency
FMA8472	left tenth rib	Левый десятая ребро	FIX	Левое десятое ребро	laterality; grammar; lost_information	FMA; pattern consistency
FMA8499	eleventh rib	Одиннадцатая ребро	OK	Одиннадцатая ребро	checked: no structural quality flags	FMA; pattern consistency
FMA8515	twelfth rib	Двенадцатая ребро	OK	Двенадцатая ребро	checked: no structural quality flags	FMA; pattern consistency
FMA8531	right eleventh rib	Правый одиннадцатая ребро	FIX	Правое одиннадцатая ребро	laterality; lost_information	FMA; pattern consistency
FMA8532	left eleventh rib	Левый одиннадцатая ребро	FIX	Левое одиннадцатая ребро	laterality; lost_information	FMA; pattern consistency
FMA8533	right twelfth rib	Правый двенадцатая ребро	FIX	Правое двенадцатая ребро	laterality; lost_information	FMA; pattern consistency
FMA8534	left twelfth rib	Левый двенадцатая ребро	FIX	Левое двенадцатая ребро	laterality; lost_information	FMA; pattern consistency
FMA8612	pulmonary trunk	Лёгочный туловище	OK	Лёгочный туловище	checked: no structural quality flags	FMA; pattern consistency
FMA8615	pulmonary arterial trunk	Лёгочный артериальная туловище	OK	Лёгочный артериальная туловище	checked: no structural quality flags	FMA; pattern consistency
FMA8620	right anterior segmental artery	Правый передняя сегментарный артерия	FIX	Правая передняя сегментарный артерия	laterality; lost_information	FMA; pattern consistency
FMA8634	left apical segmental artery	Левый верхушечная сегментарный артерия	FIX	Левая верхушечная сегментарный артерия	laterality; lost_information	FMA; pattern consistency
