conceptId	en	current_ru	latin_ta	english_ta	mapping_status	confidence
FMA9706	bile duct	Желчный проток	ductus biliaris	bile duct	EXACT	1.00
FMA9708	talus	Таранная кость	os tali	talus	EXACT	1.00
FMA9710	vomer	Вомэр	vomer	vomer	EXACT	1.00
FMA9711	maxilla	Верхняя челюсть	maxilla	maxilla	EXACT	1.00
FMA9721	tendon	Сухожилие	tendo	tendon	EXACT	1.00
FMA9756	external intercostal muscle	Наружная межрёберная мышца			NO_MATCH	0.00
FMA9757	internal intercostal muscle	Внутренняя межрёберная мышца			NO_MATCH	0.00
FMA9758	innermost intercostal muscle	Самая глубокая межрёберная мышца			NO_MATCH	0.00
FMA9760	transversus thoracis	Поперечная мышца груди			NO_MATCH	0.00
FMA9761	right transversus thoracis	Правый поперечная мышца груди			NO_MATCH	0.00
FMA9762	left transversus thoracis	Левый поперечная мышца груди			NO_MATCH	0.00
FMA9914	vertebra	Позвонок	vertebra	vertebra	EXACT	1.00
FMA9915	cervical vertebra	Шейная позвонок	vertebra cervicalis	cervical vertebra	EXACT	1.00
FMA9921	lumbar vertebra	Поясничная позвонок	vertebra lumbalis	lumbar vertebra	EXACT	1.00
FMA9922	fifth thoracic vertebra	Пятая грудная позвонок			NO_MATCH	0.00
FMA9945	sixth thoracic vertebra	Шестая грудная позвонок			NO_MATCH	0.00
FMA9968	seventh thoracic vertebra	Седьмая грудная позвонок			NO_MATCH	0.00
FMA9991	eighth thoracic vertebra	Восьмая грудная позвонок			NO_MATCH	0.00
FMA10014	ninth thoracic vertebra	Девятая грудная позвонок			NO_MATCH	0.00
FMA10037	tenth thoracic vertebra	Десятая грудная позвонок			NO_MATCH	0.00
FMA10059	eleventh thoracic vertebra	Одиннадцатая грудная позвонок			NO_MATCH	0.00
FMA10081	twelfth thoracic vertebra	Двенадцатая грудная позвонок			NO_MATCH	0.00
FMA10419	pancreatic duct	Поджелудочная проток	ductus pancreaticus	pancreatic duct	EXACT	1.00
FMA10446	intervertebral disk	Межпозвоночное диск			NO_MATCH	0.00
FMA10455	intervertebral disk of thoracic vertebra	Межпозвоночное диск грудная позвонок			NO_MATCH	0.00
FMA10458	intervertebral disk of first thoracic vertebra	Межпозвоночное диск первая грудная позвонок			NO_MATCH	0.00
FMA10474	zone of muscle organ	Зона мышца орган			NO_MATCH	0.00
FMA10483	zone of bone organ	Зона кость орган			NO_MATCH	0.00
FMA10552	left dorsal scapular artery	Левый тыльная лопаточная артерия	arteria dorsalis scapulae	dorsal scapular artery	PROBABLE	0.86
FMA10636	costocervical trunk	Рёберно-шейный туловище	truncus costocervicalis	costocervical trunk	EXACT	1.00
FMA10645	musculophrenic artery	Мышечно-диафрагмальная артерия	arteria musculophrenica	musculophrenic artery	EXACT	1.00
FMA10646	superior epigastric artery	Верхняя надчревная артерия	arteria epigastrica superior	superior epigastric artery	EXACT	1.00
FMA10659	deep cervical artery	Глубокая шейная артерия	arteria cervicalis profunda	deep cervical artery	EXACT	1.00
FMA10660	right deep cervical artery	Правый глубокая шейная артерия	arteria cervicalis profunda	deep cervical artery	PROBABLE	0.86
FMA10662	inferior thyroid artery	Нижняя щитовидная железа артерия	arteria thyreoidea inferior	inferior thyroid artery	EXACT	1.00
FMA10663	suprascapular artery	надлопаточная артерия	arteria suprascapularis	suprascapular artery	EXACT	1.00
FMA10664	transverse cervical artery	Поперечная шейная артерия	arteria transversa colli	transverse cervical artery	EXACT	1.00
FMA10665	superficial cervical artery	Поверхностная шейная артерия	ramus superficialis arteriae transversae colli	superficial branch of transverse cervical artery	EXACT	1.00
FMA10680	left inferior thyroid artery	Левый нижняя щитовидная железа артерия	arteria thyreoidea inferior	inferior thyroid artery	PROBABLE	0.86
FMA10681	left suprascapular artery	Левая надлопаточная артерия	arteria suprascapularis	suprascapular artery	PROBABLE	0.86
FMA10682	left transverse cervical artery	Левый поперечная шейная артерия	arteria transversa colli	transverse cervical artery	PROBABLE	0.86
FMA10683	left superficial cervical artery	Левый поверхностная шейная артерия	ramus superficialis arteriae transversae colli	superficial branch of transverse cervical artery	PROBABLE	0.86
FMA10692	right musculophrenic artery	Правый мышечно-диафрагмальная артерия	arteria musculophrenica	musculophrenic artery	PROBABLE	0.86
FMA10697	right inferior thyroid artery	Правый нижняя щитовидная железа артерия	arteria thyreoidea inferior	inferior thyroid artery	PROBABLE	0.86
FMA10698	right suprascapular artery	Правая надлопаточная артерия	arteria suprascapularis	suprascapular artery	PROBABLE	0.86
FMA10699	right transverse cervical artery	Правый поперечная шейная артерия	arteria transversa colli	transverse cervical artery	PROBABLE	0.86
FMA10700	right superficial cervical artery	Правый поверхностная шейная артерия	ramus superficialis arteriae transversae colli	superficial branch of transverse cervical artery	PROBABLE	0.86
FMA10704	variant bronchial artery	Вариантная бронхиальная артерия			NO_MATCH	0.00
FMA10951	inferior vena cava	Нижняя полая вена	vena cava inferior	inferior vena cava	EXACT	1.00
FMA11195	segment of neural tree organ	Сегмент нервная дерево орган			NO_MATCH	0.00
FMA11336	linea alba	Линэа алба	linea alba	linea alba	EXACT	1.00
FMA11337	zone of continuity	Зона непрерывность			NO_MATCH	0.00
FMA11338	ileocecal junction	Илэокэкал соединение			NO_MATCH	0.00
FMA11359	cavity of right atrium	Полость правого предсердия			NO_MATCH	0.00
FMA12215	zone of sternum	Зона грудина			NO_MATCH	0.00
FMA12224	segment of tracheobronchial tree	Сегмент трахеобронхиальный дерево			NO_MATCH	0.00
FMA12516	tooth	Зуб	dens	tooth	EXACT	1.00
FMA12519	atlas	Атлант	atlas	atlas	EXACT	1.00
FMA12520	axis	Осевой позвонок	axis	axis	EXACT	1.00
FMA12521	third cervical vertebra	Третья шейная позвонок			NO_MATCH	0.00
FMA12522	fourth cervical vertebra	Четвёртая шейная позвонок			NO_MATCH	0.00
FMA12523	fifth cervical vertebra	Пятая шейная позвонок			NO_MATCH	0.00
FMA12524	sixth cervical vertebra	Шестая шейная позвонок			NO_MATCH	0.00
FMA12525	seventh cervical vertebra	Седьмая шейная позвонок			NO_MATCH	0.00
FMA12823	incisor tooth	Резец зуб	dens incisivus	incisor tooth	EXACT	1.00
FMA12845	subcostal vein	Подрёберная вена			NO_MATCH	0.00
FMA12846	cardiac vein	Сердечная вена			NO_MATCH	0.00
FMA12858	ascending lumbar vein	Восходящая поясничная вена			NO_MATCH	0.00
FMA13072	first lumbar vertebra	Первая поясничная позвонок			NO_MATCH	0.00
FMA13073	second lumbar vertebra	Вторая поясничная позвонок			NO_MATCH	0.00
FMA13074	third lumbar vertebra	Третья поясничная позвонок			NO_MATCH	0.00
FMA13075	fourth lumbar vertebra	Четвёртая поясничная позвонок			NO_MATCH	0.00
FMA13076	fifth lumbar vertebra	Пятая поясничная позвонок			NO_MATCH	0.00
FMA13087	segment of aorta	Сегмент аорта			NO_MATCH	0.00
FMA13109	pectoralis minor	Грудная мышца малая			NO_MATCH	0.00
FMA13237	cavity of atrium	Полость предсердия			NO_MATCH	0.00
FMA13238	cavity of ventricle	Полость желудочка			NO_MATCH	0.00
FMA13256	wall of cardiac chamber	Стенка камеры сердца			NO_MATCH	0.00
FMA13278	anterior segmental artery	Передняя сегментарная артерия			NO_MATCH	0.00
FMA13279	left anterior segmental artery	Левый передняя сегментарный артерия			NO_MATCH	0.00
FMA13280	posterior segmental artery	Задняя сегментарный артерия			NO_MATCH	0.00
FMA13289	medial basal segmental vein	Медиальная базальная сегментарный вена			NO_MATCH	0.00
FMA13290	anterior basal segmental vein	Передняя базальная сегментарная вена			NO_MATCH	0.00
FMA13291	lateral basal segmental vein	Латеральная базальная сегментарный вена			NO_MATCH	0.00
FMA13292	posterior basal segmental vein	Задняя базальная сегментарный вена			NO_MATCH	0.00
FMA13295	diaphragm	Диафрагма	diaphragma	diaphragm	EXACT	1.00
FMA13303	humerus	Плечевая кость	humerus	humerus	EXACT	1.00
FMA13321	clavicle	Ключица	clavicula	clavicle	EXACT	1.00
FMA13322	right clavicle	Правый ключица	clavicula	clavicle	PROBABLE	0.86
FMA13323	left clavicle	Левый ключица	clavicula	clavicle	PROBABLE	0.86
FMA13324	cephalic vein	Латеральная подкожная вена	vena cephalica	cephalic vein	EXACT	1.00
FMA13325	right cephalic vein	Правый латеральная подкожная вена	vena cephalica	cephalic vein	PROBABLE	0.86
FMA13326	left cephalic vein	Левый латеральная подкожная вена	vena cephalica	cephalic vein	PROBABLE	0.86
FMA13329	axillary vein	Подмышечная вена	vena axillaris	axillary vein	EXACT	1.00
FMA13330	right axillary vein	Правый подмышечная вена	vena axillaris	axillary vein	PROBABLE	0.86
