conceptId	en	current_ru	problem_types	mapping_status	latin_ta	english_ta	decision	confidence	final_ru	reason
FMA7377	left medial basal bronchopulmonary segment	Левый медиальная базальная бронхолёгочный сегмент	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA7379	left lateral basal bronchopulmonary segment	Левый латеральная базальная бронхолёгочный сегмент	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA7385	left apical bronchopulmonary segment	Левый верхушечная бронхолёгочный сегмент	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA8617	right apical segmental artery	Правый верхушечная сегментарный артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая верхушечная сегментарный артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA8631	right lateral basal segmental artery	Правый латеральная базальная сегментарный артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая латеральная базальная сегментарный артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA8661	right apical segmental vein	Правый верхушечная сегментарный вена	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая верхушечная сегментарный вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA8671	right common basal vein	Правый общая базальная вена	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая общая базальная вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA8676	left common basal vein	Левый общая базальная вена	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая общая базальная вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA12514	right eyeball	Правый глазное яблоко	LATERALITY|GRAMMAR	PROBABLE	bulbus oculi	eyeball	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA12515	left eyeball	Левый глазное яблоко	LATERALITY|GRAMMAR	PROBABLE	bulbus oculi	eyeball	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA13373	right pectoralis major	Правый грудная мышца большая	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая грудная мышца большая	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA13374	left pectoralis major	Левый грудная мышца большая	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая грудная мышца большая	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA15422	posterior branch of right portal vein	Задняя ветвь правый воротная вена	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Задняя ветвь правой воротной вены	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA15427	medial branch of left portal vein	Медиальная ветвь левый воротная вена	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Медиальная ветвь левой воротной вены	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA15430	lateral branch of left portal vein	Латеральная ветвь левый воротная вена	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Латеральная ветвь левой воротной вены	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA20796	right deep femoral artery	Правый глубокая бедренная артерия	LATERALITY|GRAMMAR	PROBABLE	arteria profunda femoris	deep femoral artery	APPLY	HIGH	Правая глубокая бедренная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA20797	left deep femoral artery	Левый глубокая бедренная артерия	LATERALITY|GRAMMAR	PROBABLE	arteria profunda femoris	deep femoral artery	APPLY	HIGH	Левая глубокая бедренная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA24880	right free upper limb	Правый свободная верхняя конечность	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA24881	left free upper limb	Левый свободная верхняя конечность	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA24882	right free lower limb	Правый свободная нижняя конечность	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA24883	left free lower limb	Левый свободная нижняя конечность	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA24965	right hip	Правый тазобедренная область	LATERALITY|GRAMMAR	PROBABLE	coxa	hip	APPLY	HIGH	Правая тазобедренная область	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA24966	left hip	Левый тазобедренная область	LATERALITY|GRAMMAR	PROBABLE	coxa	hip	APPLY	HIGH	Левая тазобедренная область	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA25558	right lateral chest wall	Правый латеральная грудь стенка	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая латеральная грудь стенка	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA25559	left lateral chest wall	Левый латеральная грудь стенка	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая латеральная грудь стенка	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA26661	right bronchial tree	Правый бронхиальная дерево	LATERALITY|GRAMMAR	PROBABLE	arbor tracheobronchialis	tracheobronchial tree	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA26662	left bronchial tree	Левый бронхиальная дерево	LATERALITY|GRAMMAR	PROBABLE	arbor tracheobronchialis	tracheobronchial tree	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA31741	middle lobe part of right bronchial tree	Средняя доля часть правый бронхиальная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA31744	upper lobe part of right bronchial tree	Верхняя доля часть правый бронхиальная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA31746	upper lobe part of left bronchial tree	Верхняя доля часть левый бронхиальная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA31747	lower lobe part of right bronchial tree	Нижняя доля часть правый бронхиальная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA31748	lower lobe part of left bronchial tree	Нижняя доля часть левый бронхиальная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA50071	right lateral superficial chest wall	Правый латеральная поверхностная грудь стенка	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая латеральная поверхностная грудь стенка	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50072	left lateral superficial chest wall	Левый латеральная поверхностная грудь стенка	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая латеральная поверхностная грудь стенка	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50561	right pontine artery	Правый мостовая артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая мостовая артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA50562	left pontine artery	Левый мостовая артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая мостовая артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA54667	right orbital compartment	Правый глазничная компартмент	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA54668	left orbital compartment	Левый глазничная компартмент	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA58099	wall of right eyeball	Стенка правый глазное яблоко	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA58100	wall of left eyeball	Стенка левый глазное яблоко	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA58105	fibrous layer of right eyeball	Фиброзная слой правый глазное яблоко	LATERALITY|GRAMMAR	PROBABLE	tunica fibrosa bulbi oculi	fibrous layer of eyeball	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA58106	fibrous layer of left eyeball	Фиброзная слой левый глазное яблоко	LATERALITY|GRAMMAR	PROBABLE	tunica fibrosa bulbi oculi	fibrous layer of eyeball	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA58107	vascular layer of right eyeball	Сосудистое слой правый глазное яблоко	LATERALITY|GRAMMAR	PROBABLE	tunica vasculosa bulbi oculi	vascular layer of eyeball	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA58108	vascular layer of left eyeball	Сосудистое слой левый глазное яблоко	LATERALITY|GRAMMAR	PROBABLE	tunica vasculosa bulbi oculi	vascular layer of eyeball	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA59368	right lacrimal apparatus	Правый слёзная аппарат	LATERALITY|GRAMMAR	PROBABLE	apparatus lacrimalis	lacrimal apparatus	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA59369	left lacrimal apparatus	Левый слёзная аппарат	LATERALITY|GRAMMAR	PROBABLE	apparatus lacrimalis	lacrimal apparatus	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA59671	right lateral wall of internal nose	Правый латеральная стенка внутренняя нос	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая латеральная стенка внутренняя нос	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA59672	left lateral wall of internal nose	Левый латеральная стенка внутренняя нос	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая латеральная стенка внутренняя нос	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA60337	right second toe	Правый вторая палец стопы	LATERALITY|GRAMMAR	PROBABLE	digitus secundus pedis	second toe	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA60338	left second toe	Левый вторая палец стопы	LATERALITY|GRAMMAR	PROBABLE	digitus secundus pedis	second toe	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA60341	right fourth toe	Правый четвёртая палец стопы	LATERALITY|GRAMMAR	PROBABLE	digitus quartus pedis	fourth toe	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA60342	left fourth toe	Левый четвёртая палец стопы	LATERALITY|GRAMMAR	PROBABLE	digitus quartus pedis	fourth toe	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA61064	right lacrimal duct	Правый слёзная проток	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA61065	left lacrimal duct	Левый слёзная проток	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA61732	right parietal part of head	Правый теменная часть головка	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая теменная часть головка	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA61733	left parietal part of head	Левый теменная часть головка	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая теменная часть головка	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA61819	left cerebral hemisphere	Левый мозговая полушарие	LATERALITY|GRAMMAR	PROBABLE	hemisphaerium cerebri	cerebral hemisphere	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA67292	right cerebral hemisphere	Правый мозговая полушарие	LATERALITY|GRAMMAR	PROBABLE	hemisphaerium cerebri	cerebral hemisphere	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA68319	inferomedial part of right bronchial tree	Инфэромэдиал часть правый бронхиальная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA68845	right basal segmental artery	Правый базальная сегментарный артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правая базальная сегментарный артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA68846	left basal segmental artery	Левый базальная сегментарный артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левая базальная сегментарный артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA69566	trunk of right lateral plantar artery	Туловище правый латеральная подошвенная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Туловище правой латеральной подошвенной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA69567	trunk of left lateral plantar artery	Туловище левый латеральная подошвенная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Туловище левой латеральной подошвенной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA71857	right hepatic biliary tree	Правый печёночная желчная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA71858	left hepatic biliary tree	Левый печёночная желчная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA71862	posterior tributary of right hepatic biliary tree	Задняя приток правый печёночная желчная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA71863	lateral tributary of left hepatic biliary tree	Латеральная приток левый печёночная желчная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA71864	medial tributary of left hepatic biliary tree	Медиальная приток левый печёночная желчная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA72969	right frontal lobe	Правый лобная доля	LATERALITY|GRAMMAR	PROBABLE	lobus frontalis	frontal lobe	APPLY	HIGH	Правая лобная доля	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA72970	left frontal lobe	Левый лобная доля	LATERALITY|GRAMMAR	PROBABLE	lobus frontalis	frontal lobe	APPLY	HIGH	Левая лобная доля	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA72971	right temporal lobe	Правый височная доля	LATERALITY|GRAMMAR	PROBABLE	lobus temporalis	temporal lobe	APPLY	HIGH	Правая височная доля	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA72972	left temporal lobe	Левый височная доля	LATERALITY|GRAMMAR	PROBABLE	lobus temporalis	temporal lobe	APPLY	HIGH	Левая височная доля	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA72973	right parietal lobe	Правый теменная доля	LATERALITY|GRAMMAR	PROBABLE	lobus parietalis	parietal lobe	APPLY	HIGH	Правая теменная доля	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA72974	left parietal lobe	Левый теменная доля	LATERALITY|GRAMMAR	PROBABLE	lobus parietalis	parietal lobe	APPLY	HIGH	Левая теменная доля	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA242180	cortex of right cerebral hemisphere	Кора правый мозговая полушарие	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA242182	cortex of left cerebral hemisphere	Кора левый мозговая полушарие	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA242184	subcortex of right cerebral hemisphere	Подкорка правый мозговая полушарие	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA242186	subcortex of left cerebral hemisphere	Подкорка левый мозговая полушарие	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA242207	cortex of right frontal lobe	Кора правый лобная доля	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Кора правой лобной доли	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA242209	cortex of left frontal lobe	Кора левый лобная доля	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Кора левой лобной доли	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA242625	right prefrontal cortex	Правый префронтальная кора	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA242627	left prefrontal cortex	Левый префронтальная кора	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA260124	right orbital content	Правый глазничная содержимое	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA260127	left orbital content	Левый глазничная содержимое	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA261139	right hippocampal formation	Правый гиппокампальная образование	LATERALITY|GRAMMAR	PROBABLE	hippocampus	hippocampus	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA261141	left hippocampal formation	Левый гиппокампальная образование	LATERALITY|GRAMMAR	PROBABLE	hippocampus	hippocampus	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
